time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.40152	18.7077	4.92862	3.81801	0.468296	lidar	1.05229	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21036	18.5676	4.91131	3.82325	0.423409	radar	1.41633	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07399	18.4087	4.86289	3.86	0.446467	lidar	2.24667	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90202	18.2328	4.88503	3.91478	0.533313	radar	6.82895	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65778	18.0946	4.93259	3.90695	0.484908	lidar	2.73119	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48453	17.9449	4.90389	3.90961	0.432486	radar	3.43673	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26567	17.7805	4.93939	3.91416	0.407765	lidar	1.18729	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.0962	17.5948	4.95613	3.95594	0.463069	radar	2.46109	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90809	17.4782	4.93428	3.94963	0.425257	lidar	6.05767	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.77772	17.2583	4.94541	4.01707	0.520814	radar	3.0845	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.60326	17.0738	4.95669	4.0342	0.508462	lidar	0.157984	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.43141	16.9084	4.93224	4.02482	0.430243	radar	2.16482	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26379	16.7366	4.92951	4.03482	0.414913	lidar	0.514003	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08694	16.5433	4.93687	4.03473	0.365929	radar	5.01565	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93666	16.314	4.96007	4.06541	0.381526	lidar	2.36077	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77042	16.1389	4.94578	4.05861	0.327756	radar	0.936929	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56516	15.9744	4.96564	4.04269	0.28336	lidar	1.61992	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.45098	15.7401	4.98276	4.10274	0.377268	radar	2.37781	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.28129	15.5256	5.01163	4.11291	0.364651	lidar	1.00728	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.12389	15.333	5.01016	4.11623	0.339082	radar	0.896412	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.917679	15.1211	5.06227	4.10695	0.301954	lidar	2.86713	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.762493	14.9393	5.03985	4.098	0.250899	radar	1.9772	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.653441	14.7227	5.02279	4.12746	0.273999	lidar	0.464506	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.551437	14.4796	5.03806	4.17917	0.349979	radar	2.04476	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.37972	14.2614	5.07055	4.17798	0.323988	lidar	1.11947	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.277064	14.0097	5.10385	4.23527	0.417354	radar	3.58602	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.251735	13.7553	5.06581	4.30092	0.479164	lidar	3.03556	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.160069	13.5136	5.08229	4.33899	0.513941	radar	1.02462	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.00831408	13.2885	5.12011	4.32571	0.457397	lidar	2.10925	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.127903	13.0694	5.10539	4.32294	0.405783	radar	1.0397	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.142556	12.8355	5.05788	4.38077	0.461707	lidar	2.66221	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.268598	12.6108	5.04799	4.36514	0.384723	radar	3.87851	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.391732	12.3765	5.06536	4.36402	0.35462	lidar	0.474326	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.528085	12.1678	5.05258	4.34192	0.284919	radar	3.74855	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.610138	11.9454	5.03675	4.3575	0.287579	lidar	0.483874	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.745164	11.7188	5.04492	4.34042	0.234569	radar	2.64149	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.940086	11.4831	5.09572	4.30023	0.160043	lidar	3.79194	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.0591	11.2555	5.08408	4.284	0.102824	radar	2.38495	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.23396	11.0334	5.11065	4.25412	0.0548073	lidar	1.62411	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.30062	10.7849	5.12224	4.30206	0.149638	radar	2.05847	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.4258	10.5348	5.14884	4.30146	0.138963	lidar	0.966191	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.50169	10.273	5.1722	4.33949	0.205551	radar	1.9925	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.60528	10.06	5.15191	4.34002	0.192839	lidar	1.63242	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.69665	9.82807	5.14102	4.34572	0.182261	radar	0.385603	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.775	9.60397	5.11961	4.3579	0.186683	lidar	0.708692	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87588	9.35489	5.14504	4.37347	0.213928	radar	2.61893	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.9497	9.06638	5.18278	4.39631	0.229713	lidar	4.51092	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.04173	8.84063	5.16079	4.38896	0.187585	radar	1.62606	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13647	8.58926	5.1742	4.39279	0.179658	lidar	0.214781	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.26052	8.33937	5.20014	4.38143	0.150831	radar	2.94495	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31182	8.10054	5.17742	4.40307	0.170528	lidar	0.658722	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.38291	7.88195	5.14386	4.40674	0.157458	radar	5.33052	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.4938	7.63293	5.16451	4.39905	0.136043	lidar	0.674097	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.66224	7.40099	5.18061	4.3435	0.0183219	radar	5.24098	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.76549	7.14707	5.19785	4.34159	0.0144686	lidar	0.41693	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82462	6.90858	5.18411	4.36977	0.0729186	radar	1.7965	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.87504	6.6917	5.13906	4.38526	0.0876908	lidar	2.54596	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.94985	6.46288	5.10992	4.37271	0.0318338	radar	4.12594	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-3.0067	6.22302	5.0945	4.38616	0.046924	lidar	0.618252	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.11885	5.97848	5.11701	4.38091	0.0470942	radar	3.05343	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.19665	5.70859	5.14226	4.38924	0.0549078	lidar	1.6437	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.30547	5.46272	5.15096	4.36451	-0.0108522	radar	1.92366	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.40002	5.20503	5.1705	4.36333	-0.0114333	lidar	0.564365	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46501	4.95724	5.16745	4.3839	0.0360007	radar	0.427735	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57318	4.68695	5.20752	4.37933	0.0289987	lidar	2.18731	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68067	4.4371	5.2178	4.35559	-0.0351812	radar	2.02475	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80932	4.17407	5.25809	4.34231	-0.0478751	lidar	2.80337	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88974	3.93102	5.25156	4.35935	0.00402604	radar	1.26672	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96553	3.69322	5.2343	4.3636	0.00793551	lidar	0.551681	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07118	3.48203	5.20384	4.34033	-0.0477185	radar	3.83071	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16349	3.23687	5.20571	4.33928	-0.0460678	lidar	0.0235656	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27613	2.98679	5.22319	4.32332	-0.0801384	radar	0.644411	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36462	2.7169	5.24808	4.32782	-0.0685482	lidar	1.536	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45101	2.46612	5.25012	4.33724	-0.0375243	radar	0.29875	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5536	2.20512	5.27268	4.33655	-0.0343471	lidar	0.824251	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66451	1.97435	5.26452	4.30426	-0.121831	radar	3.63063	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.7783	1.70764	5.29852	4.3007	-0.115827	lidar	1.92525	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90091	1.46276	5.31156	4.28117	-0.151486	radar	0.459694	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96516	1.2206	5.28596	4.28817	-0.136297	lidar	4.74696	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06243	0.995523	5.25999	4.28984	-0.110297	radar	1.04809	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12695	0.755293	5.23619	4.29762	-0.0959722	lidar	4.0354	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21666	0.470803	5.28113	4.30351	-0.0901174	radar	5.43957	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29316	0.225644	5.26913	4.30865	-0.0786659	lidar	1.5438	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.4021	-0.0133812	5.26417	4.31793	-0.0290075	radar	5.95642	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47329	-0.258041	5.2507	4.32642	-0.01681	lidar	1.65669	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59726	-0.450773	5.20625	4.30058	-0.0608325	radar	3.97223	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73708	-0.642778	5.17044	4.27386	-0.0948507	lidar	2.91547	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.85342	-0.865891	5.16947	4.2458	-0.164409	radar	5.15571	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94717	-1.12858	5.19521	4.25437	-0.139697	lidar	1.35592	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.03312	-1.39235	5.21633	4.26685	-0.110383	radar	2.81783	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.1735	-1.60123	5.20019	4.24436	-0.135224	lidar	1.03883	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.32067	-1.82431	5.22009	4.20003	-0.236264	radar	3.66948	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42584	-2.07155	5.23168	4.2029	-0.214603	lidar	0.66782	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57891	-2.27497	5.21364	4.18037	-0.224116	radar	2.88995	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72995	-2.48435	5.20671	4.15825	-0.240331	lidar	0.316215	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.88769	-2.69282	5.20477	4.13403	-0.26058	radar	0.914938	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97547	-2.96091	5.23118	4.15833	-0.204322	lidar	2.98687	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.10354	-3.18687	5.22436	4.15978	-0.175602	radar	0.312502	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.2284	-3.3885	5.19766	4.14928	-0.179235	lidar	1.36724	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.37313	-3.63122	5.22328	4.14741	-0.165717	radar	4.49465	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53669	-3.77924	5.16323	4.10634	-0.216136	lidar	4.66466	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.68221	-3.98674	5.16108	4.09323	-0.223286	radar	0.451026	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.83409	-4.21345	5.17893	4.08763	-0.214486	lidar	0.481136	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98448	-4.4307	5.18392	4.082	-0.204121	radar	0.40113	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.14205	-4.66625	5.21187	4.07968	-0.191636	lidar	1.25317	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27676	-4.88135	5.18625	4.09392	-0.132418	radar	2.52678	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40624	-5.10368	5.18577	4.0999	-0.113637	lidar	0.290333	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.5494	-5.28633	5.14016	4.09758	-0.0905902	radar	4.20165	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74359	-5.47916	5.15012	4.06888	-0.126335	lidar	1.68853	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89921	-5.68238	5.14302	4.06507	-0.116683	radar	0.385907	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0585	-5.86911	5.12948	4.05152	-0.128232	lidar	0.270548	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19193	-6.04474	5.07591	4.0553	-0.0978551	radar	6.93538	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.38313	-6.14864	5.01117	4.00181	-0.170305	lidar	6.21333	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55503	-6.33566	5.00929	3.99154	-0.169156	radar	0.875758	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69471	-6.54228	5.01086	4.00086	-0.142845	lidar	0.321358	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92151	-6.69388	5.02748	3.94909	-0.21694	radar	6.76694	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1301	-6.84931	5.02757	3.91494	-0.251274	lidar	0.568329	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3156	-7.0098	5.02498	3.8934	-0.267495	radar	1.09813	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5467	-7.17799	5.05399	3.86073	-0.294848	lidar	3.06545	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7565	-7.31483	5.04868	3.82623	-0.325959	radar	1.92593	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0021	-7.46608	5.07797	3.78838	-0.356296	lidar	3.0778	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1952	-7.60475	5.05372	3.76984	-0.357089	radar	1.36136	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3409	-7.76861	5.02211	3.78147	-0.315457	lidar	3.67176	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5413	-7.89309	4.99915	3.75613	-0.329916	radar	1.99298	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7249	-7.99953	4.95927	3.73078	-0.345335	lidar	3.61865	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9273	-8.10928	4.91625	3.70304	-0.361981	radar	2.40751	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.145	-8.19802	4.89913	3.66305	-0.39517	lidar	0.841565	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3691	-8.31957	4.93033	3.64287	-0.391464	radar	2.26277	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5736	-8.40093	4.90067	3.61021	-0.412584	lidar	2.1886	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7918	-8.47633	4.86455	3.57	-0.448235	radar	2.02562	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0607	-8.56381	4.90095	3.52847	-0.473246	lidar	3.10456	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3071	-8.658	4.93145	3.50589	-0.46395	radar	2.46705	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5274	-8.70621	4.90606	3.46636	-0.48972	lidar	1.94813	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7605	-8.72812	4.86728	3.40517	-0.558109	radar	3.67124	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9739	-8.85536	4.87052	3.41786	-0.499623	lidar	1.2489	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2164	-8.95116	4.90908	3.42038	-0.439841	radar	2.87548	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4308	-9.07514	4.90541	3.43432	-0.389126	lidar	0.861287	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6621	-9.14359	4.89709	3.41331	-0.395538	radar	0.27734	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.942	-9.13629	4.92303	3.34769	-0.458573	lidar	1.54298	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1952	-9.21311	4.9448	3.34062	-0.431206	radar	4.51653	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4479	-9.34142	4.97202	3.36159	-0.36907	lidar	5.35807	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6954	-9.36503	4.95632	3.31697	-0.42318	radar	1.97889	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9465	-9.45783	4.9723	3.32298	-0.383634	lidar	2.1155	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2009	-9.46034	4.96777	3.27415	-0.436568	radar	2.3091	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4528	-9.45154	4.96914	3.2308	-0.46668	lidar	0.465248	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.68	-9.44104	4.93913	3.18699	-0.508196	radar	5.18278	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9563	-9.4292	4.96902	3.14854	-0.523512	lidar	1.3031	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2041	-9.49929	4.97825	3.16962	-0.442909	radar	8.03871	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4616	-9.52086	4.98806	3.15606	-0.430329	lidar	0.513123	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7195	-9.50718	4.99176	3.11962	-0.461732	radar	1.69361	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9733	-9.47387	4.99786	3.08352	-0.478863	lidar	0.171136	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2204	-9.42924	4.99205	3.037	-0.524348	radar	0.621811	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.43	-9.47657	4.9455	3.04988	-0.476183	lidar	2.55419	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6675	-9.4645	4.94052	3.04046	-0.444547	radar	1.71032	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.915	-9.45974	4.93987	3.0298	-0.429089	lidar	0.268402	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1468	-9.41996	4.93149	3.00851	-0.420606	radar	3.98379	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3887	-9.29889	4.94517	2.94476	-0.476699	lidar	2.91458	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6243	-9.21556	4.94078	2.89461	-0.529551	radar	1.02882	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8699	-9.09427	4.96199	2.8405	-0.56415	lidar	1.0876	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1061	-8.99389	4.97051	2.80492	-0.566275	radar	4.88518	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2988	-9.11549	4.86736	2.86916	-0.457877	lidar	15.809	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5389	-9.07187	4.86819	2.86257	-0.429251	radar	1.5305	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7582	-8.9792	4.86254	2.82898	-0.44556	lidar	0.739406	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.999	-8.89582	4.87362	2.80079	-0.46	radar	2.31585	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1985	-8.82634	4.83959	2.7809	-0.458963	lidar	1.69575	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4315	-8.73425	4.8467	2.75074	-0.479102	radar	1.80035	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6307	-8.70713	4.79543	2.75388	-0.448464	lidar	2.56301	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8243	-8.54717	4.7888	2.67145	-0.573452	radar	6.34712	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0271	-8.47396	4.76273	2.65819	-0.555809	lidar	0.701957	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2382	-8.36403	4.7662	2.64436	-0.516019	radar	2.03109	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4642	-8.27576	4.76919	2.6337	-0.49652	lidar	1.09403	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6582	-8.1504	4.75959	2.59758	-0.522647	radar	0.998465	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8776	-7.93066	4.82727	2.5363	-0.560656	lidar	4.6521	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0683	-7.77671	4.82722	2.48184	-0.629978	radar	3.08682	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2868	-7.61103	4.86304	2.45131	-0.625005	lidar	1.99923	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4886	-7.47574	4.86556	2.45477	-0.539866	radar	2.10792	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6559	-7.32873	4.84358	2.42684	-0.543423	lidar	0.742338	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8466	-7.1713	4.85052	2.41132	-0.513396	radar	0.938238	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0146	-7.0686	4.79982	2.40396	-0.496716	lidar	2.47627	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1808	-6.88555	4.80565	2.36329	-0.528697	radar	1.87225	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
